,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16
7784,0.54,0.89,0.17,0.61,0.0,0.19,0.38,0.0,0.81,0.21,1.0,0.63,0.77,1.0,0.32,0.89
7785,0.56,1.0,0.19,0.76,0.0,0.33,0.24,0.0,0.74,0.25,1.0,0.65,0.7,0.87,0.23,0.6
7786,0.56,0.92,0.15,0.68,0.0,0.24,0.39,0.0,0.86,0.16,1.0,0.6,0.76,1.0,0.3,0.93
7787,0.58,1.0,0.15,0.81,0.0,0.34,0.32,0.0,0.81,0.06,1.0,0.49,0.77,0.92,0.29,0.94
7788,0.58,1.0,0.17,0.78,0.0,0.37,0.18,0.0,0.7,0.04,1.0,0.38,0.83,0.78,0.35,0.83
7789,0.05,0.91,0.0,0.52,0.14,0.13,0.61,0.0,0.97,0.3,1.0,0.7,0.66,1.0,0.14,0.98
7790,0.61,1.0,0.16,0.78,0.0,0.39,0.15,0.0,0.72,0.1,1.0,0.48,0.96,0.88,0.44,0.83
7791,0.61,0.95,0.2,0.91,0.0,0.42,0.25,0.0,0.79,0.12,1.0,0.58,0.67,1.0,0.2,0.99
7792,0.62,0.9,0.15,0.77,0.1,0.26,0.56,0.0,1.0,0.31,0.93,0.81,0.42,1.0,0.0,0.7
7793,0.64,0.59,0.62,0.97,0.05,0.8,0.0,0.37,0.36,0.0,0.95,0.15,1.0,0.58,0.82,1.0
7794,0.66,1.0,0.3,0.87,0.08,0.56,0.0,0.21,0.31,0.0,0.75,0.17,1.0,0.47,0.89,0.79
7795,0.67,0.97,0.19,0.74,0.0,0.3,0.34,0.0,0.79,0.32,1.0,0.76,0.58,1.0,0.1,0.73
7796,0.7,1.0,0.21,0.78,0.0,0.4,0.11,0.0,0.65,0.06,0.94,0.43,1.0,0.82,0.45,0.88
7797,0.71,1.0,0.27,0.76,0.01,0.33,0.24,0.0,0.74,0.23,1.0,0.65,0.51,0.79,0.0,0.58
7798,0.73,0.9,0.24,0.77,0.0,0.39,0.2,0.0,0.73,0.02,1.0,0.4,0.97,0.81,0.52,1.0
7799,0.75,1.0,0.31,0.92,0.01,0.55,0.0,0.1,0.46,0.0,0.84,0.31,1.0,0.73,0.68,0.99
7800,0.77,1.0,0.48,0.9,0.24,0.3,0.56,0.0,1.0,0.43,0.9,0.94,0.34,0.72,0.0,0.21
7801,0.78,1.0,0.29,0.88,0.0,0.52,0.02,0.1,0.55,0.0,1.0,0.26,0.98,0.67,0.51,0.77
7802,0.07,0.89,0.0,0.45,0.16,0.05,0.51,0.0,0.84,0.2,1.0,0.61,0.84,1.0,0.5,0.98
7803,0.81,1.0,0.29,0.89,0.0,0.55,0.03,0.15,0.51,0.0,0.94,0.24,1.0,0.64,0.68,0.97
7804,0.85,0.84,0.39,0.95,0.0,0.57,0.1,0.09,0.62,0.0,1.0,0.38,0.92,0.88,0.43,1.0
7805,0.88,0.63,0.73,1.0,0.25,0.98,0.0,0.55,0.11,0.11,0.57,0.0,1.0,0.23,0.98,0.68
7806,0.08,0.87,0.0,0.43,0.1,0.0,0.61,0.03,0.95,0.38,1.0,0.81,0.53,1.0,0.01,0.83
7807,0.95,1.0,0.33,0.81,0.0,0.42,0.02,0.0,0.68,0.05,1.0,0.45,0.97,0.86,0.36,0.73
7808,0.96,0.36,0.83,0.81,0.42,1.0,0.09,0.65,0.0,0.2,0.42,0.0,0.88,0.2,1.0,0.62
7809,0.09,0.86,0.01,0.51,0.27,0.11,0.76,0.0,1.0,0.39,0.84,0.83,0.37,1.0,0.0,0.69
7810,0.0,1.0,0.57,0.94,1.0,0.78,1.0,0.63,1.0,0.47,0.86,0.31,0.71,0.15,1.0,0.0
7811,0.0,0.12,0.24,0.39,0.52,0.65,0.81,0.9,1.0,1.0,0.78,0.68,0.56,0.36,0.45,0.0
7812,0.0,0.23,0.27,0.45,0.56,0.68,0.83,0.94,1.0,1.0,0.87,0.66,0.75,0.33,0.66,0.0
7813,0.0,0.26,0.34,0.45,0.68,0.71,1.0,1.0,0.86,0.87,0.59,0.55,0.32,0.22,0.05,0.0
7814,0.0,0.3,0.38,0.51,0.69,0.76,1.0,1.0,0.87,0.8,0.66,0.54,0.5,0.27,0.41,0.0
7815,0.0,0.33,0.34,0.52,0.64,0.76,0.93,1.0,1.0,0.9,0.88,0.6,0.75,0.3,0.64,0.0
7816,0.0,0.34,0.16,0.54,0.51,0.77,0.89,1.0,0.86,0.75,0.73,0.5,0.7,0.24,1.0,0.0
7817,0.0,0.36,0.32,0.57,0.65,0.78,1.0,1.0,0.83,0.77,0.6,0.52,0.4,0.26,0.21,0.0
7818,0.0,0.37,0.25,0.5,0.5,0.63,0.74,0.81,0.97,1.0,1.0,0.78,0.88,0.4,0.79,0.0
7819,0.0,0.37,0.35,0.57,0.67,0.8,1.0,1.0,0.87,0.76,0.69,0.5,0.56,0.25,0.46,0.0
7820,0.0,0.38,0.32,0.56,0.66,0.78,0.99,1.0,1.0,0.91,0.81,0.6,0.62,0.31,0.46,0.0
7821,0.0,0.39,0.47,0.63,0.88,0.87,1.0,1.0,0.76,0.75,0.53,0.5,0.29,0.25,0.29,0.0
7822,0.0,0.4,0.22,0.53,0.49,0.64,0.76,0.79,1.0,1.0,0.84,0.73,0.71,0.38,0.63,0.0
7823,0.0,0.4,0.38,0.6,0.74,0.8,1.0,1.0,0.76,0.76,0.55,0.5,0.38,0.25,0.22,0.0
7824,0.0,0.42,0.22,0.57,0.69,0.79,1.0,1.0,0.69,0.75,0.38,0.51,0.14,0.26,0.03,0.0
7825,0.0,0.42,0.4,0.63,0.78,0.86,1.0,1.0,0.71,0.75,0.43,0.5,0.16,0.24,0.0,0.0
7826,0.0,0.43,0.26,0.65,0.57,0.84,0.94,1.0,1.0,0.79,0.87,0.52,0.75,0.26,0.66,0.0
7827,0.0,0.43,0.36,0.59,0.7,0.78,1.0,1.0,0.79,0.76,0.56,0.51,0.32,0.26,0.1,0.0
7828,0.0,0.44,0.41,0.62,0.78,0.85,1.0,1.0,0.87,0.75,0.7,0.5,0.55,0.25,0.41,0.0
7829,0.0,0.45,0.35,0.66,0.74,0.9,1.0,1.0,0.78,0.75,0.52,0.5,0.3,0.25,0.24,0.0
7830,0.0,0.46,0.47,0.71,0.66,1.0,0.59,0.98,0.59,0.68,0.68,0.38,0.87,0.08,1.0,0.0
7831,0.0,0.46,0.52,0.72,1.0,1.0,0.84,0.75,0.71,0.42,0.64,0.09,0.02,0.01,0.32,0.0
7832,0.0,0.48,0.26,0.69,0.64,0.89,1.0,1.0,0.8,0.76,0.61,0.51,0.48,0.25,0.56,0.0
7833,0.0,0.48,0.36,0.61,0.69,0.78,1.0,1.0,0.95,0.94,0.7,0.64,0.48,0.34,0.33,0.0
7834,0.0,0.5,0.32,0.76,0.6,1.0,0.63,0.64,0.62,0.29,0.3,0.06,0.4,0.01,1.0,0.0
7835,0.0,0.5,0.45,0.7,0.8,0.92,1.0,1.0,0.8,0.75,0.59,0.5,0.52,0.25,0.52,0.0
7836,0.0,0.51,0.33,0.75,0.68,1.0,0.51,0.85,0.53,0.59,0.58,0.33,0.65,0.07,1.0,0.0
7837,0.0,0.51,0.47,0.7,0.79,1.0,0.75,0.82,0.67,0.46,0.56,0.11,0.42,0.02,1.0,0.0
7838,0.0,0.52,0.4,0.76,0.8,1.0,1.0,0.91,1.0,0.66,0.91,0.4,0.8,0.15,0.54,0.0
7839,0.0,0.53,0.31,0.81,0.51,1.0,0.5,0.62,0.46,0.25,0.15,0.0,0.59,0.01,1.0,0.03
7840,0.0,0.53,0.39,0.62,0.72,0.8,1.0,1.0,0.93,0.77,0.82,0.51,0.73,0.25,0.68,0.0
7841,0.0,0.54,0.24,0.68,0.71,0.89,1.0,1.0,0.69,0.76,0.43,0.5,0.19,0.26,0.05,0.0
7842,0.0,0.54,0.27,0.64,0.63,0.83,1.0,1.0,0.97,0.78,0.81,0.53,0.68,0.26,0.63,0.0
7843,0.0,0.54,0.5,0.76,0.8,1.0,0.6,0.82,0.52,0.57,0.6,0.33,0.88,0.09,1.0,0.0
7844,0.0,0.55,0.32,0.91,0.39,1.0,0.36,0.47,0.19,0.0,0.01,0.07,0.5,0.07,1.0,0.08
7845,0.0,0.55,0.39,0.74,0.76,0.95,1.0,1.0,0.87,0.75,0.72,0.5,0.61,0.25,0.57,0.0
7846,0.0,0.56,0.25,0.64,0.6,0.89,0.65,1.0,0.45,0.75,0.35,0.49,0.45,0.23,1.0,0.0
7847,0.0,0.56,0.43,0.77,0.75,0.99,1.0,1.0,0.98,0.75,0.94,0.5,0.92,0.25,1.0,0.0
7848,0.0,0.56,0.44,0.88,0.67,1.0,0.68,0.54,0.7,0.07,0.11,0.01,0.37,0.0,1.0,0.03
7849,0.0,0.57,0.33,0.76,0.7,0.96,1.0,1.0,0.92,0.75,0.86,0.5,0.83,0.25,0.83,0.0
7850,0.0,0.58,0.4,0.79,0.83,1.0,1.0,0.92,0.87,0.69,0.73,0.46,0.63,0.22,0.8,0.0
7851,0.0,0.59,0.33,0.67,0.67,0.92,0.88,1.0,0.71,0.75,0.67,0.5,0.67,0.23,1.0,0.0
7852,0.0,0.59,0.4,0.78,0.76,1.0,1.0,1.0,0.82,0.75,0.62,0.49,0.4,0.25,0.29,0.0
7853,0.0,0.6,0.37,0.78,0.79,0.96,1.0,1.0,0.79,0.75,0.59,0.5,0.4,0.25,0.22,0.0
7854,0.0,0.6,0.09,0.62,0.54,0.81,0.99,1.0,1.0,0.82,0.76,0.55,0.52,0.28,0.33,0.0
7855,0.0,0.61,0.33,0.71,0.66,0.86,1.0,1.0,0.94,0.77,0.79,0.52,0.66,0.26,0.62,0.0
7856,0.0,0.61,0.42,0.81,1.0,1.0,0.67,0.8,0.5,0.6,0.25,0.4,0.17,0.2,0.5,0.0
7857,0.0,0.62,0.21,1.0,0.27,0.8,0.26,0.35,0.04,0.04,0.12,0.0,0.55,0.02,1.0,0.05
7858,0.0,0.62,0.48,0.8,0.89,1.0,0.96,0.78,1.0,0.55,0.96,0.33,0.96,0.1,0.85,0.0
7859,0.0,0.62,0.55,0.75,0.85,0.97,1.0,1.0,0.98,0.75,0.93,0.5,0.91,0.25,0.89,0.0
7860,0.0,0.63,0.54,0.77,0.91,0.99,1.0,1.0,0.83,0.75,0.67,0.5,0.5,0.25,0.48,0.0
7861,0.0,0.64,0.4,0.78,0.76,1.0,1.0,0.99,0.87,0.71,0.64,0.44,0.39,0.18,0.16,0.0
7862,0.0,0.64,0.46,0.77,0.81,1.0,1.0,0.99,0.96,0.72,0.88,0.45,0.74,0.19,0.85,0.0
7863,0.0,0.65,0.42,0.92,0.72,1.0,0.61,0.62,0.57,0.24,0.25,0.01,0.41,0.04,1.0,0.0
7864,0.0,0.65,0.55,0.81,1.0,1.0,0.89,0.86,0.77,0.65,0.7,0.43,0.62,0.21,0.65,0.0
7865,0.0,0.66,0.31,0.84,0.71,1.0,1.0,0.99,0.92,0.74,0.84,0.5,0.82,0.25,0.85,0.0
7866,0.0,0.66,0.47,0.97,0.5,1.0,0.51,0.6,0.5,0.2,0.01,0.0,0.35,0.04,1.0,0.09
7867,0.0,0.67,0.35,0.78,0.71,0.95,1.0,1.0,0.83,0.75,0.67,0.51,0.5,0.26,0.42,0.0
7868,0.0,0.67,0.44,0.83,0.93,1.0,1.0,0.92,0.83,0.7,0.68,0.46,0.66,0.23,0.73,0.0
7869,0.0,0.68,0.23,1.0,0.35,0.9,0.31,0.54,0.2,0.18,0.07,0.0,0.53,0.02,1.0,0.03
7870,0.0,0.69,0.32,0.74,0.7,0.96,1.0,1.0,0.91,0.75,0.81,0.5,0.7,0.25,0.64,0.0
7871,0.0,0.69,0.56,0.76,0.85,0.99,0.98,1.0,1.0,0.75,0.97,0.5,0.92,0.25,0.92,0.0
7872,0.0,0.7,0.35,0.87,0.59,1.0,0.61,0.79,0.64,0.58,0.72,0.37,0.81,0.17,1.0,0.0
7873,0.0,0.71,0.39,0.81,0.77,1.0,1.0,0.92,0.86,0.69,0.7,0.47,0.54,0.24,0.45,0.0
7874,0.0,0.72,0.23,0.81,0.67,1.0,1.0,0.99,0.94,0.75,0.87,0.49,0.83,0.25,0.75,0.0
7875,0.0,0.73,0.33,0.81,0.89,1.0,1.0,0.85,0.92,0.63,0.78,0.41,0.58,0.2,0.28,0.0
7876,0.0,0.73,0.49,0.82,0.94,1.0,1.0,0.86,0.82,0.65,0.65,0.43,0.43,0.22,0.29,0.0
7877,0.0,0.74,0.16,0.8,0.57,0.96,1.0,1.0,0.86,0.75,0.66,0.5,0.47,0.25,0.39,0.0
7878,0.0,0.76,0.42,1.0,0.51,0.91,0.43,0.52,0.46,0.13,1.0,0.07,0.71,0.02,0.31,0.0
7879,0.0,0.77,0.56,0.9,1.0,1.0,0.94,0.8,0.75,0.6,0.56,0.4,0.38,0.2,0.31,0.0
7880,0.0,0.82,0.51,0.83,0.86,1.0,0.56,0.74,0.42,0.49,0.4,0.23,0.16,0.0,1.0,0.01
7881,0.0,0.93,0.7,1.0,1.0,0.88,0.95,0.7,0.75,0.52,0.7,0.34,0.55,0.17,0.45,0.0
7882,1.0,1.0,1.0,0.92,0.8,0.76,0.65,0.61,0.5,0.45,0.4,0.3,0.15,0.15,0.0,0.0
7883,1.0,1.0,0.7,0.87,0.5,0.73,0.33,0.58,0.23,0.43,0.1,0.29,0.0,0.15,0.0,0.0
7884,1.0,1.0,0.73,0.86,0.58,0.72,0.42,0.58,0.23,0.43,0.12,0.29,0.04,0.14,0.0,0.0
7885,1.0,1.0,0.82,0.91,0.65,0.75,0.5,0.59,0.35,0.43,0.18,0.28,0.09,0.12,0.0,0.0
7886,1.0,1.0,0.91,0.9,0.76,0.75,0.62,0.6,0.44,0.45,0.29,0.3,0.15,0.15,0.0,0.0
7887,1.0,1.0,0.96,0.99,0.84,0.82,0.69,0.65,0.51,0.49,0.35,0.32,0.18,0.15,0.0,0.0
7888,0.1,0.67,0.42,1.0,0.43,0.97,0.45,0.58,0.48,0.19,0.0,0.0,0.42,0.03,1.0,0.02
7889,0.1,0.93,0.0,0.54,0.21,0.74,0.52,1.0,0.65,0.46,0.53,0.0,0.26,0.04,1.0,0.05
7890,0.13,0.58,0.4,1.0,0.49,0.97,0.46,0.45,0.25,0.03,0.0,0.01,0.5,0.01,1.0,0.0
7891,0.14,0.69,0.67,1.0,0.59,0.98,0.6,0.55,0.62,0.12,0.0,0.0,0.03,0.02,1.0,0.0
7892,0.01,0.52,0.23,0.75,0.74,1.0,0.52,0.69,0.51,0.36,0.45,0.04,0.0,0.0,1.0,0.07
7893,0.01,0.66,0.32,1.0,0.35,0.99,0.32,0.62,0.32,0.26,0.0,0.0,0.11,0.01,1.0,0.05
7894,0.17,0.6,0.36,0.95,0.44,1.0,0.42,0.59,0.37,0.18,0.0,0.0,0.51,0.01,1.0,0.05
7895,0.19,1.0,0.16,0.55,0.1,0.96,0.16,0.48,0.24,0.02,0.0,0.0,0.5,0.11,1.0,0.16
7896,0.2,0.62,0.39,0.98,0.44,1.0,0.37,0.62,0.41,0.24,0.0,0.0,0.3,0.0,1.0,0.0
7897,0.21,0.61,0.65,0.78,1.0,1.0,0.85,0.83,0.79,0.57,0.77,0.3,0.6,0.06,0.0,0.0
7898,0.22,0.7,0.64,0.98,0.59,1.0,0.52,0.62,0.39,0.25,0.0,0.0,0.23,0.04,1.0,0.05
7899,0.23,0.58,0.66,0.77,1.0,1.0,0.95,0.87,0.81,0.59,0.71,0.3,0.52,0.03,0.0,0.0
7900,0.23,0.73,0.45,1.0,0.46,0.89,0.4,0.57,0.28,0.26,0.0,0.0,0.49,0.06,1.0,0.07
7901,0.25,0.67,0.54,1.0,0.56,0.78,0.51,0.34,0.2,0.04,0.0,0.09,0.51,0.04,1.0,0.0
7902,0.27,0.7,0.6,1.0,0.59,0.84,0.57,0.44,0.54,0.06,0.0,0.05,0.46,0.02,1.0,0.0
7903,0.29,0.71,0.65,1.0,0.63,0.82,0.42,0.39,0.24,0.0,0.0,0.07,0.5,0.09,1.0,0.08
7904,0.03,1.0,0.0,0.58,0.4,0.98,0.2,0.85,0.28,0.35,0.02,0.03,0.02,0.0,1.0,0.04
7905,0.31,0.96,0.44,0.76,0.24,1.0,0.41,0.5,0.48,0.07,0.0,0.0,0.49,0.14,1.0,0.23
7906,0.32,0.74,0.87,0.95,1.0,1.0,0.84,0.73,0.79,0.46,0.66,0.18,0.0,0.0,0.03,0.0
7907,0.03,0.4,0.14,0.59,0.55,0.81,1.0,1.0,0.82,0.76,0.51,0.51,0.21,0.26,0.0,0.0
7908,0.35,0.64,0.58,1.0,0.63,0.91,0.57,0.5,0.48,0.1,0.0,0.01,0.5,0.0,1.0,0.01
7909,0.36,0.78,0.75,1.0,0.77,0.82,0.61,0.34,0.39,0.0,0.0,0.08,0.5,0.08,1.0,0.07
7910,0.36,0.87,0.81,1.0,0.8,0.74,0.61,0.31,0.44,0.0,0.0,0.1,0.5,0.11,1.0,0.15
7911,0.39,0.62,0.78,0.88,0.79,1.0,0.57,0.64,0.38,0.3,0.0,0.0,0.34,0.04,1.0,0.0
7912,0.43,1.0,0.22,0.6,0.38,0.63,0.31,0.64,0.41,0.19,0.0,0.0,0.45,0.02,1.0,0.07
7913,0.04,0.57,0.39,0.95,0.49,1.0,0.51,0.47,0.24,0.08,0.0,0.0,0.53,0.02,1.0,0.05
7914,0.04,0.77,0.54,1.0,0.53,0.97,0.53,0.56,0.52,0.15,0.0,0.0,0.51,0.04,1.0,0.09
7915,0.04,0.79,0.65,1.0,0.67,0.86,0.67,0.58,0.67,0.29,0.23,0.05,0.0,0.0,1.0,0.05
7916,0.05,1.0,0.1,0.71,0.33,0.71,0.33,0.8,0.48,0.37,0.4,0.0,0.0,0.04,1.0,0.06
7917,0.05,0.64,0.3,0.83,1.0,1.0,0.75,0.8,0.5,0.6,0.25,0.4,0.0,0.2,0.05,0.0
7918,0.59,0.65,0.91,1.0,0.84,0.96,0.72,0.5,0.51,0.08,0.0,0.0,0.45,0.01,1.0,0.0
7919,0.64,0.67,0.95,1.0,0.83,0.88,0.73,0.48,0.53,0.11,0.0,0.0,0.42,0.0,1.0,0.02
7920,0.07,0.55,0.45,0.74,0.86,1.0,1.0,0.96,0.71,0.68,0.41,0.39,0.14,0.09,0.0,0.0
7921,0.79,0.89,1.0,1.0,0.79,0.83,0.57,0.67,0.36,0.5,0.18,0.34,0.07,0.17,0.0,0.0
7922,0.08,0.66,0.26,1.0,0.38,0.89,0.37,0.48,0.28,0.09,0.0,0.0,0.49,0.05,1.0,0.07
7923,0.09,0.45,0.0,0.65,0.45,0.89,1.0,1.0,0.88,0.75,0.79,0.5,0.61,0.25,0.52,0.0
7924,0.09,0.65,0.43,0.98,0.52,1.0,0.49,0.6,0.6,0.21,0.0,0.0,0.12,0.04,1.0,0.06
7925,0.0,0.59,0.18,0.94,0.52,1.0,0.52,0.61,0.32,0.26,0.24,0.0,0.62,0.07,1.0,0.14
7926,0.0,0.63,0.23,0.93,0.78,1.0,0.89,0.69,0.54,0.41,0.11,0.16,0.41,0.04,1.0,0.0
7927,0.0,0.64,0.24,0.98,0.68,1.0,0.57,0.58,0.24,0.25,0.07,0.06,0.54,0.07,1.0,0.0
7928,0.0,0.66,0.15,0.91,0.64,1.0,0.7,0.76,0.49,0.51,0.32,0.24,0.45,0.01,1.0,0.0
7929,0.0,0.68,0.16,0.97,0.56,1.0,0.62,0.66,0.43,0.33,0.23,0.02,0.61,0.0,1.0,0.0
7930,0.0,0.69,0.24,1.0,0.61,0.94,0.38,0.37,0.34,0.0,0.38,0.04,0.76,0.02,1.0,0.07
7931,0.0,0.69,0.27,0.95,0.66,1.0,0.76,0.66,0.61,0.31,0.37,0.01,0.58,0.0,1.0,0.06
7932,0.0,0.71,0.24,1.0,0.64,0.99,0.69,0.63,0.53,0.29,0.28,0.0,0.57,0.05,1.0,0.1
7933,0.0,0.72,0.33,0.92,0.73,1.0,0.69,0.72,0.48,0.46,0.3,0.19,0.55,0.0,1.0,0.0
7934,0.0,0.73,0.26,1.0,0.56,0.72,0.4,0.31,0.03,0.1,0.19,0.22,0.63,0.13,1.0,0.0
7935,0.0,0.74,0.26,0.98,0.64,1.0,0.76,0.71,0.56,0.41,0.3,0.14,0.6,0.01,1.0,0.0
7936,0.0,0.75,0.24,1.0,0.5,0.84,0.41,0.44,0.19,0.14,0.35,0.0,0.67,0.0,1.0,0.0
7937,0.0,0.75,0.08,1.0,0.4,0.91,0.28,0.59,0.07,0.31,0.13,0.08,0.56,0.05,1.0,0.0
7938,0.0,0.76,0.34,1.0,0.7,0.87,0.48,0.49,0.16,0.18,0.11,0.0,0.55,0.05,1.0,0.1
7939,0.0,0.77,0.26,1.0,0.51,0.85,0.36,0.49,0.13,0.19,0.26,0.0,0.63,0.02,1.0,0.07
7940,0.0,0.77,0.4,0.95,0.87,1.0,1.0,0.73,0.71,0.47,0.34,0.25,0.17,0.0,0.67,0.01
7941,0.0,0.78,0.28,1.0,0.59,0.91,0.44,0.58,0.22,0.28,0.25,0.01,0.63,0.0,1.0,0.02
7942,0.0,0.79,0.27,0.93,0.6,1.0,0.77,0.8,0.72,0.54,0.64,0.28,0.66,0.04,1.0,0.0
7943,0.0,0.79,0.35,1.0,0.87,0.99,1.0,0.71,0.63,0.46,0.23,0.24,0.46,0.04,0.98,0.0
7944,0.0,0.8,0.22,1.0,0.57,0.95,0.46,0.59,0.25,0.27,0.31,0.0,0.67,0.09,1.0,0.21
7945,0.0,0.81,0.29,1.0,0.61,0.87,0.56,0.49,0.34,0.17,0.35,0.0,0.69,0.02,1.0,0.05
7946,0.0,0.81,0.34,1.0,0.77,0.92,0.73,0.61,0.46,0.34,0.17,0.08,0.52,0.0,1.0,0.03
7947,0.0,0.82,0.28,1.0,0.62,0.87,0.54,0.54,0.27,0.28,0.22,0.1,0.61,0.04,1.0,0.0
7948,0.0,0.83,0.22,1.0,0.38,0.7,0.27,0.3,0.14,0.0,0.42,0.01,0.71,0.02,1.0,0.05
7949,0.0,0.83,0.32,1.0,0.67,0.93,0.52,0.59,0.26,0.29,0.18,0.05,0.6,0.0,1.0,0.03
7950,0.0,0.84,0.34,1.0,0.67,0.85,0.6,0.44,0.31,0.19,0.26,0.2,0.64,0.13,1.0,0.0
7951,0.0,0.85,0.24,1.0,0.49,0.9,0.38,0.56,0.24,0.24,0.37,0.0,0.69,0.04,1.0,0.14
7952,0.0,0.86,0.22,1.0,0.49,0.92,0.46,0.63,0.35,0.35,0.45,0.09,0.72,0.01,1.0,0.0
7953,0.0,0.87,0.22,1.0,0.48,0.97,0.62,0.78,0.64,0.55,0.64,0.32,0.76,0.11,1.0,0.0
7954,0.0,0.88,0.28,1.0,0.71,0.96,0.63,0.66,0.36,0.39,0.23,0.09,0.64,0.0,1.0,0.02
7955,0.0,0.88,0.39,1.0,0.79,0.89,0.76,0.62,0.55,0.36,0.27,0.15,0.54,0.03,1.0,0.0
7956,0.0,0.9,0.4,1.0,0.8,0.85,0.53,0.59,0.2,0.35,0.04,0.09,0.56,0.0,1.0,0.04
7957,0.0,0.92,0.31,1.0,0.6,0.88,0.47,0.54,0.24,0.25,0.33,0.0,0.66,0.02,1.0,0.08
7958,0.0,0.93,0.43,1.0,0.93,0.9,0.89,0.63,0.6,0.39,0.28,0.17,0.44,0.0,1.0,0.04
7959,0.0,0.95,0.35,1.0,0.59,0.78,0.61,0.52,0.46,0.27,0.22,0.05,0.56,0.0,1.0,0.01
7960,0.1,0.87,0.55,1.0,0.71,0.71,0.4,0.38,0.02,0.09,0.0,0.0,0.5,0.08,1.0,0.0
7961,0.11,0.72,0.39,1.0,0.62,0.77,0.5,0.42,0.24,0.12,0.0,0.0,0.5,0.03,1.0,0.03
7962,0.11,0.76,0.3,1.0,0.42,0.68,0.27,0.34,0.0,0.05,0.16,0.17,0.58,0.08,1.0,0.0
7963,0.12,0.76,0.46,1.0,0.67,0.79,0.52,0.46,0.26,0.16,0.0,0.0,0.55,0.02,1.0,0.07
7964,0.12,0.96,0.6,1.0,0.96,0.81,0.6,0.55,0.16,0.33,0.0,0.08,0.55,0.02,1.0,0.0
7965,0.13,0.78,0.38,1.0,0.41,0.68,0.24,0.36,0.0,0.1,0.33,0.03,0.68,0.0,1.0,0.03
7966,0.13,0.83,0.42,1.0,0.59,0.67,0.35,0.34,0.0,0.27,0.3,0.32,0.65,0.11,1.0,0.0
7967,0.14,0.71,0.4,1.0,0.49,0.7,0.27,0.36,0.0,0.05,0.25,0.0,0.66,0.02,1.0,0.19
7968,0.14,0.79,0.49,1.0,0.64,0.71,0.38,0.39,0.0,0.15,0.09,0.16,0.55,0.0,1.0,0.1
7969,0.14,0.95,0.5,1.0,0.54,0.69,0.39,0.39,0.11,0.12,0.0,0.01,0.5,0.1,1.0,0.0
7970,0.15,0.75,0.33,1.0,0.58,0.79,0.35,0.46,0.0,0.19,0.07,0.2,0.52,0.0,1.0,0.07
7971,0.01,0.61,0.0,0.92,0.47,1.0,0.62,0.7,0.42,0.39,0.16,0.09,0.49,0.0,1.0,0.07
7972,0.16,0.68,0.37,1.0,0.63,0.9,0.45,0.48,0.16,0.11,0.0,0.01,0.5,0.0,1.0,0.08
7973,0.16,0.73,0.38,1.0,0.6,0.76,0.4,0.43,0.07,0.16,0.0,0.09,0.5,0.0,1.0,0.01
7974,0.01,0.72,0.2,1.0,0.42,0.73,0.32,0.37,0.05,0.06,0.0,0.02,0.51,0.01,1.0,0.0
7975,0.17,0.85,0.18,1.0,0.46,0.7,0.39,0.35,0.0,0.14,0.34,0.08,0.88,0.0,1.0,0.23
7976,0.18,0.74,0.49,1.0,0.53,0.67,0.31,0.31,0.0,0.0,0.13,0.11,0.59,0.02,1.0,0.08
7977,0.18,0.92,0.51,1.0,0.44,0.64,0.26,0.3,0.0,0.0,0.12,0.2,0.57,0.14,1.0,0.12
7978,0.19,0.8,0.34,1.0,0.53,0.7,0.33,0.32,0.0,0.01,0.01,0.0,0.51,0.01,1.0,0.11
7979,0.2,0.72,0.51,1.0,0.6,0.69,0.4,0.35,0.12,0.04,0.0,0.12,0.49,0.09,1.0,0.0
7980,0.2,0.8,0.61,1.0,0.68,0.73,0.38,0.44,0.0,0.2,0.16,0.19,0.58,0.0,1.0,0.15
7981,0.21,0.68,0.39,1.0,0.49,0.76,0.27,0.43,0.0,0.12,0.03,0.0,0.53,0.02,1.0,0.13
7982,0.22,1.0,0.52,0.98,0.58,0.62,0.32,0.33,0.0,0.13,0.27,0.09,0.63,0.05,1.0,0.0
7983,0.22,0.9,0.67,1.0,0.87,0.8,0.61,0.57,0.3,0.34,0.0,0.12,0.41,0.0,1.0,0.01
7984,0.23,0.75,0.53,1.0,0.75,0.78,0.44,0.5,0.0,0.32,0.02,0.18,0.5,0.08,1.0,0.0
7985,0.23,0.8,0.14,0.8,0.77,1.0,1.0,0.7,0.66,0.39,0.0,0.19,0.23,0.12,0.97,0.0
7986,0.24,0.75,0.6,1.0,0.74,0.63,0.45,0.25,0.02,0.0,0.0,0.15,0.51,0.19,1.0,0.08
7987,0.24,0.85,0.69,1.0,0.7,0.68,0.43,0.35,0.07,0.09,0.0,0.0,0.5,0.07,1.0,0.01
7988,0.25,0.81,0.47,1.0,0.48,0.55,0.27,0.17,0.0,0.03,0.32,0.21,0.65,0.02,1.0,0.0
7989,0.26,0.71,0.54,1.0,0.77,0.81,0.52,0.49,0.17,0.21,0.0,0.12,0.5,0.12,1.0,0.0
7990,0.26,0.76,0.23,1.0,0.52,0.68,0.43,0.3,0.0,0.12,0.49,0.05,0.97,0.0,1.0,0.32
7991,0.02,0.7,0.23,1.0,0.5,0.79,0.32,0.35,0.0,0.01,0.1,0.0,0.54,0.0,1.0,0.01
